Uniq Id,Job Salary,Job Experience Required,Key Skills,Industry,Role
451," 9,00,000 - 19,00,000 PA. ",4 - 8 yrs, C#| Java| Software Development| Docker| Hadoop| Big Data| Python,"IT-Software, Software Services",Software Developer
452, Not Disclosed by Recruiter ,4 - 8 yrs, Excel Powerpoint| Data Manipulation| Advanced Analytics| Data Visualization| Spark| Tableau| Machine Learning| Statistics| SQL| Python,"IT-Software, Software Services",Software Developer
453, Not Disclosed by Recruiter ,5 - 10 yrs, deep learning| python| nlp| data science| natural language processing| text mining| artificial intelligence,"IT-Software, Software Services",Technical Architect
454, Not Disclosed by Recruiter ,2 - 7 yrs, Data Management| Hadoop| business analysis| Machine Learning| business intelligence| Deep Learning| Data Science| Data Visualization| Computer Vision| Python,"IT-Software, Software Services",Data Analyst
455," 10,00,000 - 20,00,000 PA. ",5 - 10 yrs, Big Data,"IT-Software, Software Services",Software Developer
456, Not Disclosed by Recruiter ,0 - 1 yrs, Data Entry Executive,"Recruitment, Staffing",Stenographer/Data Entry Operator
457, Not Disclosed by Recruiter ,1 - 5 yrs, Scheduling| Sales Executive| Call Center Executive| Business Executive| Data entry,"BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
458, Not Disclosed by Recruiter, 1 - 3 Years,SQL|Business intelligence|microsoft|Coding|Analytics|Business process|Outsourcing|Artificial Intelligence|Analysis services|Operations,IT-Software / Software Services,Software Developer
459, Not Disclosed by Recruiter ,4 - 9 yrs, Business Intelligence| Java| Hive| C| MySQL| Cassandra| Big Data| Data Visualization| Python,"IT-Software, Software Services",Analytics Manager
460," 2,00,000 - 3,50,000 PA. ",0 - 3 yrs, BPO| Inbound Process| Hindi Typing| Customer Service| Typing| Cce| Calling| Non Voice| Data Entry| Inbound| Data Entry Operator| CSA| Backend| Domestic Voice Process| Back Office| Domestic BPO| Call Center| International BPO,"BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
461, Not Disclosed by Recruiter ,0 - 1 yrs, Troubleshooting| Cisco| Debugging| Service| IPV6| network services| English language| Language skills| Infrastructure| Supervision,"IT-Software, Software Services",Network Administrator
462, Not Disclosed by Recruiter ,1 - 10 yrs, Communication Skills| Time management,"Recruitment, Staffing",Fresher
463, Not Disclosed by Recruiter ,4 - 8 yrs, Agile| Performance tuning| Coding| Scrum| Team management| Integration testing| Version control| GIT| Continuous improvement| Process orientation,"IT-Software, Software Services",Database Architect/Designer
464," 50,000 - 3,00,000 PA. ",0 - 1 yrs, fresher| bpo fresher| call center executive| Computer Operating| bpo executive| Data Entry| Part Time,"BPO, Call Centre, ITeS",Quality Assurance/Quality Control Executive
465, Not Disclosed by Recruiter ,3 - 7 yrs, Data Entry Operator,"Strategy, Management Consulting Firms",Associate/Senior Associate -(NonTechnical)
466," 7,00,000 - 17,00,000 PA. ",3 - 6 yrs, Data Warehousing,"IT-Software, Software Services",Software Developer
467, Not Disclosed by Recruiter ,2 - 5 yrs, paas| saas| web| analyst| designing| applications,"IT-Software, Software Services",Software Developer
468, Not Disclosed by Recruiter ,10 - 15 yrs, Jewellery| algorithms| software development| Gems| Documentation| Term loans| DevOps| Project finance| Loan| Real Estate| Corporate Loans| Working Capital,"Media, Entertainment, Internet",Head/VP/GM-Technology(IT)/CTO
469," 10,00,000 - 20,00,000 PA. ",4 - 8 yrs, Unix| SQL Server| Oracle Database| Linux| Perl| Shell Scripting| GIT| CVS| AWS| Python,"IT-Software, Software Services",Software Developer
470, Not Disclosed by Recruiter, 6 - 11 Years,R|SCALA|Hadoop|Neural Networks|Big Data|Statistical Modeling|Data Mining|Spark|Machine Learning|Python,IT-Software / Software Services,Software Developer
471, Not Disclosed by Recruiter ,6 - 10 yrs, Predictive Modeling| Pattern Recognition| R| Database Design| Data Visualization| Data Modeling| Machine Learning| Python| SQL,"IT-Software, Software Services",Data Analyst
472," 50,000 - 3,00,000 PA. ",0 - 2 yrs, analytics| data analytics| XML| data mining| Javascript| Data Analysis| Business Objects| SQL,"KPO, Research, Analytics",Data Analyst
473, Not Disclosed by Recruiter ,2 - 5 yrs, high frequency trading| Multithreading| Algorithms| Financial markets| C| Data structures| high performance computing| Strategy development| Python,"IT-Software, Software Services",Software Developer
474," 2,25,000 - 3,75,000 PA. ",0 - 1 yrs, email| basic computer knowledge,"KPO, Research, Analytics",Trainee
475, Not Disclosed by Recruiter ,2 - 5 yrs, Analytics| SQL| Computer science| Machine learning| Python| big data| Natural language processing| Version control| spark| Hadoop,"Recruitment, Staffing",Administration Services/Medical Facilities
476,Not Disclosed by Recruiter, 5 - 8 Years,NoSQL|Cassandra|MongoDB|Shell|Linux,IT-Software / Software Services,DBA
477," 1,25,000 - 3,25,000 PA. ",0 - 2 yrs, bpo| Inbound Process| computer operating| Customer Service| chat process| back office| email process| outbound process| call center| data entry operation| backend| non voice| data entry,"BPO, Call Centre, ITeS",Fresher
478, Not Disclosed by Recruiter ,5 - 10 yrs, Data modeling| RDBMS| Coding| OLAP| Scrum| Oracle| Teradata| Analytics| SQL| Physical design,"Banking, Financial Services, Broking",Team Lead/Technical Lead
479," 20,00,000 - 30,00,000 PA. ",7 - 9 yrs, Agency Management| Analytics| Marketing| SMM| Marketing Management| SEM| SEO| Performance measurement| Trend Analysis| Product marketing| Customer Acquisition,"Internet, Ecommerce",Head/VP/GM-Marketing
480, Not Disclosed by Recruiter ,2 - 7 yrs, RDBMS| Database design| T-SQL| global mobility| Indexing| Solid| Performance tuning| Programming| SQL development| Educational qualification,"IT-Software, Software Services",Database Architect/Designer
481," 2,00,000 - 5,00,000 PA. ",0 - 5 yrs, bpo| freelancing| domestic bpo| computer operator| online promotion| back office| branding| back office executive| kpo| call center| part time| sales| ads| promotions| receptionist| freelancer,"Recruitment, Staffing",Fresher
482, Not Disclosed by Recruiter ,5 - 8 yrs, Oracle,Other,Other
483, Not Disclosed by Recruiter ,0 - 1 yrs, SAP B1,"Industrial Products, Heavy Machinery",Accounts Executive/Accountant
484," 1,50,000 - 3,75,000 PA. ",0 - 1 yrs, domestic bpo| Customer Service| international bpo| Call Center Operations| computer operator| back office| call center| Customer Care Executive| Customer Support| inbound process| calling| Customer Care| data entry operator| data entry,"BPO, Call Centre, ITeS",Fresher
485," 7,00,000 - 10,00,000 PA. ",6 - 11 yrs, Data Analytics,"KPO, Research, Analytics",Data Analyst
486, Not Disclosed by Recruiter ,0 - 5 yrs, operations| technology| human resources| finance,"Banking, Financial Services, Broking",Finance Executive
487, Not Disclosed by Recruiter ,6 - 11 yrs, Analytics| Data Management| Data Analytics| Statistics| SAS,"KPO, Research, Analytics",Data Analyst
488, Not Disclosed by Recruiter ,3 - 8 yrs, Data Science| R| predictive modeling| Advanced Analytics| statistical modeling| Python,"KPO, Research, Analytics",Other
489, Not Disclosed by Recruiter ,8 - 12 yrs, hive| cloudera| spark| linux| hadoop| big data| hbase| pig,"IT-Software, Software Services",Team Lead/Technical Lead
490," 2,75,000 - 3,75,000 PA. ",0 - 1 yrs, Computer Operating| Calling| business development| Part Time| sales| Marketing| Back Office| freelance| Online Marketing| Call Center| Data Entry Operation,"BPO, Call Centre, ITeS",Fresher
491, Not Disclosed by Recruiter ,0 - 5 yrs, Data Mining,"IT-Software, Software Services",Data Analyst
492," 3,00,000 - 4,00,000 PA. ",0 - 3 yrs, Mba Finance| venture capital| private equity| investment banking| Mba Finance Fresher| Data Analyst| Financial Analyst| data collection| finance| mergers| research| CFA,"Banking, Financial Services, Broking",Financial Analyst
493, Not Disclosed by Recruiter ,6 - 11 yrs, it management| data modeling| verbal communication| data warehousing,"IT-Software, Software Services",Database Architect/Designer
494," 1,50,000 - 3,25,000 PA. ",0 - 3 yrs, BPO| call centre| Cce| computer operator| Non Voice Process| back office| office assistant| ites| backend process| kpo| Inbound| Chat Process| deo| bpo call center| Domestic BPO| data entry operator| Night Shift| data entry| Data Entry Operation,"BPO, Call Centre, ITeS",Fresher
495, Not Disclosed by Recruiter ,1 - 5 yrs, C++| data science| HTML| SAS| Perl| MATLAB| Technical support| Analytics| Android| Python,"Medical, Healthcare, Hospitals",Software Developer
496,15000,0 - 0 yrs, Computer Operator| Typing| data| Non Voice Process| Non Voice| Voice Process| Data Entry| Inbound| Data Entry Operator| Backend| Domestic Voice Process| Domestic| Back Office| Fresher| Call Center| Voice| Data Entry Operation| International BPO,"BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
497," 7,00,000 - 17,00,000 PA. ",5 - 10 yrs, Data Services,"IT-Software, Software Services",Software Developer
498, Not Disclosed by Recruiter ,1 - 4 yrs, Data Management| Machine Learning| Data Mining| Scripting| Data Visualization| MongoDB| NoSQL| R| MATLAB,"IT-Software, Software Services",Data Analyst
499," 25,00,000 - 35,00,000 PA. ",7 - 12 yrs, Data Manipulation| Data Analysis| Big Data| Data Visualization| Data Mining| Senior Management| Spark| Data Processing| Python,"IT-Software, Software Services",Head/VP/GM-Technology(IT)/CTO
500, Not Disclosed by Recruiter ,10 - 16 yrs, Hive| NoSQL| Sqoop| Hadoop| Cassandra| Machine Learning| HBase| Pig| SQL| Python,"IT-Software, Software Services",Project Manager-IT/Software
501, Not Disclosed by Recruiter ,2 - 5 yrs, Graphics| Front office| Business analytics| Process improvement| Agile| Data structures| Healthcare| Stored procedures| QlikView| SQL,"Medical, Healthcare, Hospitals",Business Analyst
502, Not Disclosed by Recruiter ,2 - 5 yrs, business research| data analysis| mis| market research| MIS Reporting,"IT-Software, Software Services",Financial Analyst
503, Not Disclosed by Recruiter ,0 - 5 yrs, Product management| ERP| Data analysis| PHP| Data Analyst| Open source| Data mining| SQL| CRM| Python,"Recruitment, Staffing",Associate/Senior Associate -(NonTechnical)
504, Not Disclosed by Recruiter ,4 - 7 yrs, Reconciliation| Process improvement| Billing| Team management| Financial reporting| Fund accounting| Balance Sheet| Asset management| Bloomberg| Operations,"IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
505, Not Disclosed by Recruiter ,5 - 8 yrs, SAP ECC| SAP HANA| SAP BW| SAP Implementation| Data Integration,"IT-Software, Software Services",Outside Consultant
506, Not Disclosed by Recruiter, 2 - 4 Years,Computer science|Process automation|Manager Internal Audit|SAP|Analytical|QlikView|Business intelligence|Operations|SQL|Python,IT-Software / Software Services,Audit Manager
507, Not Disclosed by Recruiter ,5 - 6 yrs, MySQL database management,"Recruitment, Staffing",DBA
508," 1,75,000 - 4,50,000 PA. ",0 - 1 yrs, domestic bpo| Customer Service| international bpo| Call Center Operations| computer operator| back office| call center| Customer Care Executive| Customer Support| inbound process| calling| Customer Care| data entry operator| data entry,"BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
509, Not Disclosed by Recruiter ,10 - 12 yrs, C#| CSS| C++| LINQ| C| ASP.Net| HTML| SQL Server| Web Development| Web Services,"IT-Software, Software Services",Software Developer
510, Not Disclosed by Recruiter ,12 - 13 yrs, Web Application Security| Solution Development| IT Security| Application Security Testing| Web Technologies| Process Analysis| Data Security| Maintenance Activities| Technical Management| Security Services| Security Consultant,"IT-Software, Software Services",Outside Consultant
511,Not Disclosed by Recruiter, 3 - 6 Years,Data Science|Machine Learning|Python|Data Mining|Data Visualization|SQL|Data Analysis|Spark|Data Analytics|Algorithms|Lead Data Scientist,IT-Software / Software Services,Team Lead/Technical Lead
512, Not Disclosed by Recruiter ,5 - 10 yrs, Data Analysis,"KPO, Research, Analytics",Data Analyst
513, Not Disclosed by Recruiter ,2 - 4 yrs, Teradata| Unix| Data warehousing| Datastage| microsoft| Analytical skills| Excel| Banking| Management,"IT-Software, Software Services",Software Developer
514, Not Disclosed by Recruiter ,5 - 10 yrs, DATA SCIENTIST| Perl| Python| Data modeling| Algorithms| MATLAB| Data mining| Distribution system| Machine learning| Grid| Predictive modeling,"Recruitment, Staffing",Team Lead/Technical Lead
515," 6,00,000 - 10,00,000 PA. ",5 - 8 yrs, database manager| ms sql| data management| ssas| ssrs| t - sql| analysis services| ssis| msbi,"KPO, Research, Analytics",Team Lead/Technical Lead
516, Not Disclosed by Recruiter ,3 - 5 yrs, Performance tuning| System testing| Automation| development| technical| Schema| developing| Unit testing| Troubleshooting| Unix shell scripting| SQL| scripting| Data conversion| Datastage| developer| unix,"IT-Software, Software Services",Software Developer
517, Not Disclosed by Recruiter ,6 - 10 yrs, Business Intelligence| UX| Power BI| Business Analyst| Data Visualization,"IT-Software, Software Services",Software Developer
518, Not Disclosed by Recruiter ,11 - 15 yrs, Artificial Intelligence| Machine Learning| Deep Learning| Algorithm| Data Analytics| Data Science| Predictive Modeling| Python,"IT-Software, Software Services",CEO/MD/Director
519, Not Disclosed by Recruiter ,4 - 9 yrs, ORCA| Risk management| Analytical skills| Compliance| Corporate| Banking| Testing,"Recruitment, Staffing",System Administrator
520, Not Disclosed by Recruiter ,0 - 2 yrs, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,"Strategy, Management Consulting Firms",Fresher
521, Not Disclosed by Recruiter ,5 - 8 yrs, QlikView| Data quality| Analytical| Continuous improvement| Root cause analysis| Recruitment| Data analytics| Data Architect| Data Analyst| Electronics,"IT-Software, Software Services",Database Architect/Designer
522, Not Disclosed by Recruiter ,2 - 5 yrs, Linux| SQL| Python| Data analysis| Factor analysis| Machine learning| Data processing| big data| Data extraction,"Oil and Gas, Energy, Power, Infrastructure",Software Developer
523, Not Disclosed by Recruiter ,10 - 15 yrs, Big Data| Statistics| SQL| Tableau| Business Intelligence| Data Architect,"Banking, Financial Services, Broking",Head/VP/GM-Technology(IT)/CTO
524, Not Disclosed by Recruiter ,4 - 6 yrs, Hadoop| Hive| Oozie| Mapreduce| Cloudera| Spark| Pig| HBase| NoSQL| Java| Big data,"IT-Software, Software Services",Database Architect/Designer
525, Not Disclosed by Recruiter ,3 - 6 yrs, data warehouse| Senior Consultant| Software| data Modelling| Data Integration| SQL| Testing,"IT-Software, Software Services",Data Analyst
526, Not Disclosed by Recruiter ,1 - 5 yrs, Unix| Procurement| Linux| HP data protector| data security| Information security| Windows| Asset management| Information technology| Auditing,"Automobile, Auto Anciliary, Auto Components",System Security
527, Not Disclosed by Recruiter ,2 - 5 yrs, Data analysis| Prototype| Analytical| Quality systems| Mentor| Representative| Customer engagement| Business understanding,"IT-Software, Software Services",Bio-Statistician
528, Not Disclosed by Recruiter ,6 - 10 yrs, DBA| Cassandra| NoSQL| Apache Server| Solr| Spark| Linux| Scripting| MySQL,"IT-Software, Software Services",DBA
529," 2,00,000 - 3,00,000 PA. ",1 - 4 yrs, accounts executive| tds| accountant| vat| gst| tax| receivable| direct tax| reconciliation| ap| ar| entry| fresher| accounts officer| returns| income tax| taxation| return| Accounts,"Accounting, Finance",Accounts Executive/Accountant
530, Not Disclosed by Recruiter ,0 - 1 yrs, MS Office| Administration| Office equipment| Data Entry Operator| Typing speed| Focus,"Industrial Products, Heavy Machinery",Stenographer/Data Entry Operator
531, Not Disclosed by Recruiter ,1 - 6 yrs, Telecom| Site management| operational support| RDBMS| Process improvement| Agile| Stored procedures| Troubleshooting| Continuous improvement| Operations,"IT-Software, Software Services",Testing Engineer
532, Not Disclosed by Recruiter, 4 - 6 Years,Options|Credit Derivatives|Middle Office|Futures|Market Risk|Valuation|VAR|Finance|Currency|Swaps,IT-Software / Software Services,Manager - Market Research / Consumer Insights / Industry Analysis
533, Not Disclosed by Recruiter ,5 - 10 yrs, Java| Wealth Management| NoSQL| Private Banking| Neo4J| SCALA| Big Data| Spark| Hdfs| Data Modeling,Other,Other
534, Not Disclosed by Recruiter ,8 - 13 yrs, WebLogic| Database Design| Oracle DBA| Oracle Support| Oracle RAC| Applications Security,"IT-Software, Software Services",DBA
535, Not Disclosed by Recruiter ,2 - 5 yrs, big data analyst,"IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
536," 1,00,000 - 3,00,000 PA. ",0 - 0 yrs, Data Entry Operation| Computer Operating| BPO| LPO| Offline| Phone| Part Time| Fresher| call center| inbound| customer care| customer support| cse| csa| customer service associate| Outbound Calling| inbound calling| Data Entry| typing,"BPO, Call Centre, ITeS",Fresher
537, Not Disclosed by Recruiter ,3 - 6 yrs, Informatica| SQL| CRM| software| mca| sharepoint| microsoft| Unix shell scripting| scripting| web| design| Control-M| Software services| development| consulting| mobile| Incident management| it| Teradata| SDLC| application| Healthcare| developer| support| unix,"IT-Software, Software Services",Software Developer
538, Not Disclosed by Recruiter ,2 - 7 yrs, inform| oracle clinical| Rave| Clinical Data Management,"Pharma, Biotech, Clinical Research",Other
539, Not Disclosed by Recruiter ,10 - 14 yrs, data science| Linux| SAS| Enterprise applications| Data structures| Open source| Risk management| Ruby| SQL| Python,"Accounting, Finance",Team Lead/Technical Lead
540, Not Disclosed by Recruiter, 12 - 14 Years,Datastage|Automation|Data modeling|Performance tuning|RFP|System software|Outsourcing|Data architecture|process integration|Operations,IT-Software / Software Services,Database Architect/Designer
541," 50,000 - 3,00,000 PA. ",0 - 1 yrs, fresher| bpo fresher| call center executive| Computer Operating| bpo executive| Data Entry| Part Time,"BPO, Call Centre, ITeS",Quality Assurance/Quality Control Executive
542," 1,75,000 - 2,75,000 PA. ",0 - 1 yrs, bpo| inbound| computer operator| customer care| back office executive| Non Voice| Data Entry| bpo call center| data operator| voice process| bpo fresher| Back Office| Domestic BPO| data entry operator| Call Center| Data Entry Operation,"BPO, Call Centre, ITeS",Fresher
543," 12,00,000 - 16,00,000 PA. ",4 - 9 yrs, cloud| big data| devops,"IT-Software, Software Services",System Analyst
544, Not Disclosed by Recruiter ,2 - 5 yrs, SAP| Master data management| Chemistry| Management,"Chemicals, PetroChemical, Plastic, Rubber",Database Architect/Designer
545," 1,75,000 - 3,25,000 PA. ",0 - 2 yrs, bpo| night shift| blended| telecaller| cce| inbound| computer operator| back office| fresher| calling| outbound sales| telecalling| data entry operator| backend| data entry| customer care executive,"BPO, Call Centre, ITeS",Fresher
546, Not Disclosed by Recruiter ,3 - 4 yrs, Oracle development| Performance tuning| Oracle RDBMS| MIN| Data modeling| Packaging| PLSQL| data visualization| Data warehousing| SQL,"Automobile, Auto Anciliary, Auto Components",Software Developer
547," 2,50,000 - 5,00,000 PA. ",0 - 0 yrs, Fresher| Online Data Entry| Data Entry Operator| Computer,"BPO, Call Centre, ITeS",HR Manager
548, Not Disclosed by Recruiter ,5 - 8 yrs, Teradata| Troubleshooting| SDLC| IT services| Performance tuning| Data migration| development| analytical| functions| Infrastructure management| Stored procedures| it| IPS| database| application| infrastructure| Agile| developer| support,"IT-Software, Software Services",Software Developer
549, Not Disclosed by Recruiter ,4 - 6 yrs, Java| Entity Framework| Algorithm| Data Structure| Startup| OOPS| MySQL| SDLC,"IT-Software, Software Services",Software Developer
550, Not Disclosed by Recruiter ,2 - 7 yrs, Data Entry Operator| Pharma| Healthcare| Pharmacy| Hospitality| Veterinary| Botany| Physiotherapy| Public health| Social work,"Media, Entertainment, Internet",Stenographer/Data Entry Operator
551, Not Disclosed by Recruiter ,0 - 5 yrs, C++| Algorithms| Machine learning| SCALA| Tools| Customer support| Natural language processing| Customer service| Map| Python,"IT-Software, Software Services",Team Lead/Technical Lead
552, Not Disclosed by Recruiter ,4 - 7 yrs, Unix| Data structures| Python| algorithms| development| technical| Workflow| developing| it| tools| Technical documentation| Computer science| java| application| Coding| Analytical| service| design| Object oriented programming| Testing| applications| deployment,"IT-Software, Software Services",Software Developer
553," 12,00,000 - 22,00,000 PA. ",7 - 12 yrs, togaf| vmware| ccna| ITIL| TCP| Ddos| Proxy,"BPO, Call Centre, ITeS",Service Delivery Leader
554," 3,00,000 - 5,00,000 PA. ",0 - 5 yrs, data entry operation| offline| freelancing| freelancer| part time,"Fresher, Trainee, Entry Level",Trainee
555," 5,00,000 - 7,00,000 PA. ",0 - 4 yrs, digital marketing| bpo| bba| freelancing| bca| online promotion| web marketing| bca fresher| kpo| call center| trainee| Data Entry| internet marketing| mba| part time| sales| sales and marketing| online marketing| fresher| bcs| typing| freelancer,"Advertising, PR, MR, Event Management",Fresher
556, Not Disclosed by Recruiter ,1 - 4 yrs, Coder| Python Developer| Digital Marketing| faculty| Training| Data Science| Coding| trainer| english| training manager| AWS| Python,"Education, Teaching, Training",Trainer
557, Not Disclosed by Recruiter ,6 - 9 yrs, data privacy,"IT-Software, Software Services",Outside Consultant
558," 4,00,000 - 8,00,000 PA. ",3 - 6 yrs, SSIS| SSRS| SSAS| Power Bi| T - SQL| C#,"BPO, Call Centre, ITeS",Software Developer
559, Not Disclosed by Recruiter ,0 - 5 yrs, Data Entry| Typing Speed| Computer| Data Entry Operator| Computer Operator| domestic process,Other,Other
560," 1,50,000 - 1,75,000 PA. ",1 - 4 yrs, Data Entry Operator,"Travel , Hotels , Restaurants , Airlines , Railways",Stenographer/Data Entry Operator
561, Not Disclosed by Recruiter ,6 - 7 yrs, HR,"Pharma, Biotech, Clinical Research",Data Analyst
562, Not Disclosed by Recruiter ,3 - 8 yrs, Oracle| Unix| Db2| Informatica| PLSQL| SyBase| RDBMS| DBMS| Business Executive| Marketing Executive,"Recruitment, Staffing",Software Developer
563, Not Disclosed by Recruiter, 1 - 5 Years,Business process|Outsourcing|SAP ERP|Operations|data governance|Architectural design|Manager Technology|Finance|C,IT-Software / Software Services,Database Architect/Designer
564, Not Disclosed by Recruiter ,2 - 7 yrs, Java| Hibernate| OOAD| ORM| Webservices| Performance Tuning| Spring| Algorithm| Data Structure| SQL| NoSQL| design patterns,"IT-Software, Software Services",Software Developer
565, Not Disclosed by Recruiter ,6 - 10 yrs, Assurance| Relationship building| Network security| Forensic| Social media analytics| Business Executive| Network troubleshooting| Client servicing| Manager Client Servicing| malware analysis,"Recruitment, Staffing",Assistant Manager/Manager-(NonTechnical)
566," 1,75,000 - 2,25,000 PA. ",0 - 5 yrs, backend operations| back office| back office operations| back office executive| backend| Non Voice| typing speed| communication skills,"BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
567," 30,00,000 - 45,00,000 PA. ",8 - 13 yrs, data quality| python| data mining| statistical modeling| segmentation| text mining| machine learning| big data| statistics,"IT-Software, Software Services",Head/VP/GM - Analytics & BI
568, Not Disclosed by Recruiter, 4 - 5 Years,Business process|Data migration|data services|C|Project management|Performance testing|Outsourcing|Operations|SAP BI|Analytics,IT-Software / Software Services,Team Lead/Technical Lead
569, Not Disclosed by Recruiter ,5 - 8 yrs, Project management| Clinical trials| Computer science| GCP| Clinical data management| Risk management| Data quality| Pharmacy| Interpersonal skills| Nursing,"Medical, Healthcare, Hospitals",Clinical Research Manager
570, Not Disclosed by Recruiter ,5 - 8 yrs, Information Security| Security| Data Security| IT Audit| CISA| CISM| CISSP,"IT-Software, Software Services",System Security
571," 5,00,000 - 9,00,000 PA. ",5 - 8 yrs, Behavioural Skills| Excel| Computer Science| Problem Solving| Data Analysis| Data Cleansing| Business Operations| Data Collection| Data Analytics| Verbal Communication,"Pharma, Biotech, Clinical Research",Data Analyst
572," 2,50,000 - 5,00,000 PA. ",0 - 0 yrs, part time| data entry| freelancing| typing| offline| back office| computer operating| bpo| sales| marketing| fresher| b tech| bcom| mba| admin| front office| Executive| computer data entry,"BPO, Call Centre, ITeS",HR Manager
573, Not Disclosed by Recruiter ,3 - 8 yrs, Database Administration,"IT-Software, Software Services",Software Developer
574, Not Disclosed by Recruiter ,4 - 7 yrs, Computer science| Computer vision| deep learning| C++| Machine learning| Intellectual property| Programming| Data processing| data visualization| Python,"IT-Software, Software Services",Software Developer
575, Not Disclosed by Recruiter ,15 - 17 yrs, data quality| r| python| java| NoSQL| data modeling| scala| data warehousing| management systems| machine learning| Data warehouse,"Telcom, ISP",Database Architect/Designer
576, Not Disclosed by Recruiter ,6 - 11 yrs, Hadoop| Hive| Oozie| Mapreduce| Cloudera| Spark| Pig| HBase| NoSQL| Java,"IT-Software, Software Services",DBA
577, Not Disclosed by Recruiter ,5 - 7 yrs, Performance tuning| Data quality| Stored procedures| SSIS| IT operations| Business continuity| Analytics| Monitoring| Analysis services| SQL,"Medical, Healthcare, Hospitals",Software Developer
578, Not Disclosed by Recruiter, 2 - 6 Years,Business process|Coding|Analytical|Debugging|Outsourcing|Teradata|Troubleshooting|big data|Operations|Python,IT-Software / Software Services,Software Developer
579," 3,00,000 PA. ",0 - 0 yrs, fresher| ssas| Trainee| ssrs| ms sql server| t - sql| mca| b.tech| ssis| software trainee,"IT-Software, Software Services",Technical / Process Trainer
580, Not Disclosed by Recruiter ,0 - 3 yrs, Front Office Executive| Typing speed| Email| Income tax| Service| HR| MS Office| Financial services| Data entry| Recruitment,"Recruitment, Staffing",Stenographer/Data Entry Operator
581, Not Disclosed by Recruiter ,4 - 9 yrs, CCNP Routing| IP Networking| Bgp| L3VPN| CCNA| Switching| MPLS| OSPF| EIGRP| Cisco Routers,"IT-Software, Software Services",Team Lead/Technical Lead
582," 3,00,000 - 6,00,000 PA. ",2 - 7 yrs, Selenium| Python,"IT-Software, Software Services",Other
583, Not Disclosed by Recruiter ,6 - 10 yrs, Business Intelligence| Visualization| Power BI| Data Management| Qlikview| Data Warehousing| Tableau,"IT-Software, Software Services",Project Manager-IT/Software
584, Not Disclosed by Recruiter ,8 - 13 yrs, Technical Architect| Java| J2EE| Product Management| Data Structure| Algorithm,"IT-Software, Software Services",Technical Architect
585," 1,25,000 - 3,25,000 PA. ",0 - 3 yrs, bpo| Inbound Process| non voice process| customer care| call center| customer support| domestic| voice process| voice support| calling| international call center| Fresher| customer care executive,"BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
586, Not Disclosed by Recruiter ,4 - 9 yrs, SQL| Data Profiling| ETL| Data Quality| Sap Data Services| Performance Tuning| Problem Solving| Quality Tools,"IT-Software, Software Services",Team Lead/Technical Lead
587, Not Disclosed by Recruiter ,3 - 4 yrs, Database Administration| Linux| Networking| Patch Management| Backup| Oracle DBA| Oracle RAC| ASM| Restore| SQL,"IT-Software, Software Services",DBA
588, Not Disclosed by Recruiter ,4 - 9 yrs, Big Data| Hadoop| Open Source| Automation,"Banking, Financial Services, Broking",Software Developer
589," 8,00,000 - 15,00,000 PA. ",2 - 7 yrs, python| data interpretation| advisory| boutique| power bi| sql| tableau| data extraction| quantitative research| data visualization,"KPO, Research, Analytics",Other
590, Not Disclosed by Recruiter ,6 - 8 yrs, Performance tuning| MS SQL| Disaster recovery| Database| Windows| Database Administrator| Active Directory| Verbal communication| SQL| SQL Server administration,"Banking, Financial Services, Broking",Team Leader -(Technical)
591, Not Disclosed by Recruiter ,5 - 10 yrs, Unix| Perl| Shell scripting| Automation| Python| Troubleshooting| Problem management| Scheduling| Powershell| Operations,"Banking, Financial Services, Broking",System Administrator
592, Not Disclosed by Recruiter ,5 - 10 yrs, Service| ERP| Team Building| Social media| Data analysis| Data mining| Ideas| MySQL| MS SQL| big data,"IT-Software, Software Services",Software Developer
593," 15,00,000 - 25,00,000 PA. ",5 - 10 yrs, deep learning| data management| data science| natural language processing| regression| machine learning| classification| neural network,"IT-Software, Software Services",Software Developer
594, Not Disclosed by Recruiter ,4 - 8 yrs, ISEB| Problem Management| Software Testing| ISTQB| System Testing| Test Lead| Networking| Incident Management| System Administration| Service Level,"Telcom, ISP",Software Developer
595, Not Disclosed by Recruiter ,0 - 2 yrs, Entry| Email| CV| Image processing| Time management| Analytical| Back office| Web designing| Data Entry Operator| Data entry,"BPO, Call Centre, ITeS",Fresher
596," 2,50,000 - 5,00,000 PA. ",0 - 0 yrs, online marketing| internet marketing| digital marketing| digital sales| online sales| ad sales| data entry,"BPO, Call Centre, ITeS",HR Manager
597," 1,25,000 - 3,50,000 PA. ",0 - 3 yrs, bpo| voice| front office executive| computer operating| cce| computer operator| office assistance| part time| executive| fresher| Back Office| typing| backend| data entry,"BPO, Call Centre, ITeS",Fresher
